,incident_type,Incident_Year,Reported_Month,Region_of_Origin,Region_of_Incident,Number_of_Dead,Minimum_Estimated_Number_of_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Migration_Route,UNSD_Geographical_Grouping
1150,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1151,Incident,2016,January,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1153,Incident,2016,January,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
1154,Incident,2016,January,Western / Southern Asia,Mediterranean,6,0,0,1,5,0,1,Mediterranean Region,Uncategorized
1155,Incident,2016,January,Western / Southern Asia,Mediterranean,3,3,13,3,3,2,1,Mediterranean Region,Uncategorized
1156,Incident,2016,January,Western / Southern Asia,Mediterranean,3,0,20,0,0,3,1,Mediterranean Region,Uncategorized
1157,Incident,2016,January,Western / Southern Asia,Mediterranean,4,0,9,0,0,3,1,Mediterranean Region,Uncategorized
1158,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,63,0,0,1,0,Mediterranean Region,Uncategorized
1160,Incident,2016,January,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1161,Incident,2016,January,Western / Southern Asia,Mediterranean,6,0,1,3,2,0,1,Mediterranean Region,Uncategorized
1162,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1163,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1164,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,0,0,0,0,1,Mediterranean Region,Uncategorized
1166,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,0,0,0,0,1,Mediterranean Region,Uncategorized
1167,Incident,2016,January,Other / Unknown,Mediterranean,1,8,0,0,0,0,1,Mediterranean Region,Uncategorized
1169,Incident,2016,January,Eastern Africa,Africa,14,0,0,0,0,0,1,Sahara Desert crossing,Africa
1171,Incident,2016,January,Western / Southern Asia,Mediterranean,2,0,46,1,1,1,1,Mediterranean Region,Uncategorized
1172,Incident,2016,January,Western / Southern Asia,Europe,1,0,0,0,1,0,1,Western Balkans,Europe
1177,Incident,2016,January,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1178,Incident,2016,January,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1179,Incident,2016,January,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1181,Incident,2016,January,Western / Southern Asia,Mediterranean,13,11,25,4,1,5,1,Mediterranean Region,Uncategorized
1182,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1183,Incident,2016,January,Western / Southern Asia,Mediterranean,8,0,41,2,0,6,1,Mediterranean Region,Uncategorized
1184,Incident,2016,January,Western / Southern Asia,Mediterranean,35,9,26,17,7,11,1,Mediterranean Region,Uncategorized
1186,Incident,2016,January,Latin America / Caribbean,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
1187,Incident,2016,January,Western / Southern Asia,Europe,1,0,0,0,1,0,1,Western Balkans,Europe
1188,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
1190,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,0,1,0,1,1,Mediterranean Region,Uncategorized
1191,Incident,2016,January,Western / Southern Asia,Mediterranean,2,0,0,1,1,0,1,Mediterranean Region,Uncategorized
1192,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
1193,Incident,2016,January,Eastern Africa,Mediterranean,1,0,0,0,1,1,0,Mediterranean Region,Uncategorized
1194,Incident,2016,January,Southern Asia,Europe,1,0,2,0,1,0,0,Western Balkans,Europe
1196,Incident,2016,January,Western / Southern Asia,Mediterranean,2,0,0,0,2,0,1,Mediterranean Region,Uncategorized
1197,Incident,2016,January,Eastern Africa,Mediterranean,1,0,700,0,1,1,0,Mediterranean Region,Uncategorized
1198,Incident,2016,January,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1199,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,1,0,0,0,Turkiye Boarder,Asia
1201,Incident,2016,January,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1202,Incident,2016,January,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1204,Incident,2016,January,Western / Southern Asia,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
1205,Incident,2016,January,Western / Southern Asia,Mediterranean,5,16,1,0,0,3,1,Mediterranean Region,Uncategorized
1206,Incident,2016,January,Western / Southern Asia,Mediterranean,7,0,2,2,4,2,1,Mediterranean Region,Uncategorized
1207,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1208,Incident,2016,January,Southern Asia,Asia,1,0,0,0,1,0,1,Turkiye Boarder,Asia
1209,Incident,2016,January,Western / Southern Asia,Mediterranean,27,14,9,6,10,11,1,Mediterranean Region,Uncategorized
1210,Incident,2016,January,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
1211,Incident,2016,January,Western / Southern Asia,Asia,1,0,0,0,1,1,0,Turkiye Boarder,Asia
1212,Incident,2016,January,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1213,Incident,2016,January,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1214,Incident,2016,January,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1215,Incident,2016,January,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1218,Incident,2016,January,Sub-Saharan Africa,Mediterranean,6,64,50,0,0,0,1,Mediterranean Region,Uncategorized
1219,Incident,2016,January,Central America,North America,1,0,3,0,0,0,0,US-Mexico border crossing,Northern America
1220,Incident,2016,January,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
1221,Incident,2016,January,Western / Southern Asia,Mediterranean,3,0,12,0,0,2,1,Mediterranean Region,Uncategorized
1222,Incident,2016,January,Other / Unknown,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1223,Incident,2016,January,Other / Unknown,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1224,Incident,2016,January,Other / Unknown,Africa,6,0,0,0,0,0,1,Sahara Desert crossing,Africa
1225,Incident,2016,January,Other / Unknown,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1226,Incident,2016,January,Other / Unknown,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1227,Incident,2016,January,Other / Unknown,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1228,Incident,2016,January,Other / Unknown,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1229,Incident,2016,January,Other / Unknown,Africa,2,0,0,0,0,0,1,Sahara Desert crossing,Africa
1230,Incident,2016,February,Caribbean,Caribbean,1,0,0,0,1,0,0,Other Routes,Caribbean
1231,Incident,2016,February,Western / Southern Asia,Mediterranean,9,0,13,0,0,2,1,Mediterranean Region,Uncategorized
1232,Incident,2016,February,Sub-Saharan Africa,Africa,7,0,42,0,7,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
1233,Incident,2016,February,Northern Africa,Mediterranean,1,0,0,0,1,0,1,Mediterranean Region,Uncategorized
1234,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,0,0,0,0,Turkiye Boarder,Asia
1235,Incident,2016,February,Eastern Africa,Africa,5,0,0,0,0,0,0,Sahara Desert crossing,Africa
1239,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1240,Incident,2016,February,Eastern Africa,Africa,7,0,0,0,0,0,1,Sahara Desert crossing,Africa
1241,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1242,Incident,2016,February,Eastern Africa,Africa,4,0,0,0,0,0,0,Sahara Desert crossing,Africa
1243,Incident,2016,February,Southern Asia,Europe,2,0,0,0,0,1,1,Western Balkans,Europe
1245,Cumulative Incident,2016,February,Latin America / Caribbean,North America,11,0,0,0,0,0,0,US-Mexico border crossing,Northern America
1246,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1247,Split Incident,2016,February,Sub-Saharan Africa,Africa,1,56,-1,0,1,0,1,Western Africa / Atlantic route to the Canary Islands,Uncategorized
1249,Incident,2016,February,Western / Southern Asia,Mediterranean,27,9,4,0,0,11,1,Mediterranean Region,Uncategorized
1250,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,1,0,1,1,Turkiye Boarder,Asia
1251,Incident,2016,February,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
1252,Incident,2016,February,Southern Asia,Europe,1,0,0,0,1,0,1,EU Boarder,Europe
1255,Incident,2016,February,Eastern Africa,Africa,7,0,0,0,0,0,1,Sahara Desert crossing,Africa
1256,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1257,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,1,Sahara Desert crossing,Africa
1258,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1259,Incident,2016,February,Eastern Africa,Africa,6,0,0,0,0,0,0,Sahara Desert crossing,Africa
1260,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1261,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1262,Incident,2016,February,Other / Unknown,Europe,1,0,0,0,1,0,0,Western Balkans,Europe
1267,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1269,Incident,2016,February,Northern Africa,Mediterranean,1,0,0,0,1,0,0,Mediterranean Region,Uncategorized
1270,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1274,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,1,Sahara Desert crossing,Africa
1275,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1276,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1277,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1279,Incident,2016,February,Eastern Africa,Africa,5,0,0,0,0,0,1,Sahara Desert crossing,Africa
1280,Incident,2016,February,Southern Asia,Mediterranean,1,0,2,0,0,1,1,Mediterranean Region,Uncategorized
1282,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,1,0,1,0,Turkiye Boarder,Asia
1283,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,1,0,0,0,Turkiye Boarder,Asia
1284,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,1,0,0,0,Turkiye Boarder,Asia
1285,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1286,Incident,2016,February,Central America,North America,4,0,0,0,4,0,0,US-Mexico border crossing,Northern America
1287,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1288,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1290,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,1,Sahara Desert crossing,Africa
1292,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1293,Incident,2016,February,Eastern Africa,Africa,25,0,0,0,0,0,0,Sahara Desert crossing,Africa
1294,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1295,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,1,Sahara Desert crossing,Africa
1296,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1297,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,1,Sahara Desert crossing,Africa
1299,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1300,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1301,Incident,2016,February,Eastern Africa,Africa,8,0,0,0,0,0,1,Sahara Desert crossing,Africa
1302,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1303,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1304,Incident,2016,February,Northern Africa,Mediterranean,2,0,0,0,0,0,1,Mediterranean Region,Uncategorized
1306,Incident,2016,February,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
1307,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1308,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1309,Incident,2016,February,Eastern Africa,Africa,13,0,0,0,0,0,0,Sahara Desert crossing,Africa
1310,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1311,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1312,Incident,2016,February,Eastern Africa,Africa,6,0,0,0,0,0,0,Sahara Desert crossing,Africa
1313,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1314,Incident,2016,February,Eastern Africa,Africa,10,0,0,0,0,0,0,Sahara Desert crossing,Africa
1315,Incident,2016,February,Eastern Africa,Africa,2,0,0,0,0,0,1,Sahara Desert crossing,Africa
1316,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1317,Incident,2016,February,Eastern Africa,Africa,30,0,0,0,0,0,0,Sahara Desert crossing,Africa
1318,Incident,2016,February,Eastern Africa,Africa,5,0,0,0,0,0,0,Sahara Desert crossing,Africa
1319,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1320,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,1,Sahara Desert crossing,Africa
1321,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1322,Incident,2016,February,Eastern Africa,Africa,28,0,0,0,0,0,0,Sahara Desert crossing,Africa
1323,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1324,Incident,2016,February,Eastern Africa,Africa,6,0,0,0,0,0,1,Sahara Desert crossing,Africa
1325,Incident,2016,February,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1326,Incident,2016,February,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1327,Incident,2016,February,Latin America / Caribbean,Central America,1,0,0,0,1,0,0,US-Mexico border crossing,Central America
1328,Incident,2016,February,Sub-Saharan Africa,Mediterranean,5,0,403,3,2,0,1,Mediterranean Region,Uncategorized
1329,Incident,2016,February,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1330,Incident,2016,February,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
1331,Incident,2016,February,Central America,North America,1,0,0,0,0,0,0,US-Mexico border crossing,Northern America
1332,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1333,Incident,2016,February,Western / Southern Asia,Asia,1,0,0,1,0,0,0,Turkiye Boarder,Asia
1334,Incident,2016,February,Eastern Africa,Asia,20,0,0,0,0,0,1,Horn of Africa to Yemen crossing,Uncategorized
1335,Incident,2016,February,Central America,Central America,1,0,0,0,1,0,1,US-Mexico border crossing,Central America
1336,Incident,2016,February,Other / Unknown,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1337,Incident,2016,February,Other / Unknown,Africa,2,0,0,0,0,0,1,Sahara Desert crossing,Africa
1338,Incident,2016,February,Other / Unknown,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1340,Incident,2016,March,Eastern Africa,Asia,4,0,0,0,0,0,1,Horn of Africa to Yemen crossing,Uncategorized
1341,Incident,2016,March,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1342,Incident,2016,March,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1343,Incident,2016,March,Northern Africa,Europe,1,0,0,0,1,0,1,EU Boarder,Europe
1344,Incident,2016,March,Western / Southern Asia,Mediterranean,1,0,0,0,1,1,1,Mediterranean Region,Uncategorized
1346,Incident,2016,March,Latin America / Caribbean,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1347,Incident,2016,March,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1349,Incident,2016,March,Eastern Africa,Africa,3,0,0,0,0,0,0,Sahara Desert crossing,Africa
1350,Incident,2016,March,Western / Southern Asia,Mediterranean,25,0,15,0,0,10,1,Mediterranean Region,Uncategorized
1351,Incident,2016,March,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1352,Incident,2016,March,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
1353,Incident,2016,March,Central America,North America,1,0,0,0,1,0,0,US-Mexico border crossing,Northern America
1354,Incident,2016,March,Eastern Africa,Africa,2,0,0,0,0,0,0,Sahara Desert crossing,Africa
1355,Incident,2016,March,Eastern Africa,Africa,1,0,0,0,0,0,1,Sahara Desert crossing,Africa
1357,Incident,2016,March,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1358,Incident,2016,March,Latin America / Caribbean,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
1359,Incident,2016,March,Western / Southern Asia,Asia,1,0,0,0,1,1,0,Turkiye Boarder,Asia
1360,Incident,2016,March,Southern Asia,Mediterranean,5,2,9,0,0,3,1,Mediterranean Region,Uncategorized
1363,Incident,2016,March,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1364,Incident,2016,March,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1365,Incident,2016,March,Northern Africa,Mediterranean,1,0,0,0,0,1,1,Mediterranean Region,Uncategorized
1366,Incident,2016,March,Western / Southern Asia,Asia,1,0,0,0,1,0,0,Turkiye Boarder,Asia
1367,Incident,2016,March,Western / Southern Asia,Asia,1,0,0,0,0,1,0,Turkiye Boarder,Asia
1370,Incident,2016,March,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1371,Incident,2016,March,Eastern Africa,Africa,1,0,0,0,0,0,0,Sahara Desert crossing,Africa
1373,Incident,2016,March,Southern Asia,Europe,3,0,23,1,2,0,1,Western Balkans,Europe
1375,Incident,2016,March,Central America,North America,1,0,0,0,1,0,1,US-Mexico border crossing,Northern America
